#SampleID	Plate	Well	Species	Age	Sample	Colony	Year
COTE_SHI_AD_2019_043	14	G4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_046	14	H4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_047	14	A5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_109	14	B5	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_110	14	C5	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_111	14	D5	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_112	14	E5	COTE	CHICK	SAMPLE	SHIP	2019
COTE_OGI_AD_2019_051	14	F5	COTE	ADULT	SAMPLE	OGI	2019
COTE_OGI_AD_2019_052	14	G5	COTE	ADULT	SAMPLE	OGI	2019
COTE_OGI_AD_2019_055	14	H5	COTE	ADULT	SAMPLE	OGI	2019
COTE_OGI_AD_2019_056	14	A6	COTE	ADULT	SAMPLE	OGI	2019
COTE_OGI_AD_2019_060	14	B6	COTE	ADULT	SAMPLE	OGI	2019
COTE_JEN_AD_2019_076	14	C6	COTE	ADULT	SAMPLE	JENNY	2019
COTE_JEN_AD_2019_083	14	D6	COTE	ADULT	SAMPLE	JENNY	2019
COTE_JEN_AD_2019_088	14	E6	COTE	ADULT	SAMPLE	JENNY	2019
COTE_JEN_AD_2019_091	14	F6	COTE	ADULT	SAMPLE	JENNY	2019
BLANK_14-3	14	G6	BLANK	NA	BLANK	NA	2019
COTE_JEN_CH_2019_077	14	H6	COTE	CHICK	SAMPLE	JENNY	2019
COTE_JEN_CH_2019_078	14	A7	COTE	CHICK	SAMPLE	JENNY	2019
COTE_JEN_CH_2019_092	14	B7	COTE	CHICK	SAMPLE	JENNY	2019
COTE_JEN_CH_2019_095	14	C7	COTE	CHICK	SAMPLE	JENNY	2019
COTE_STI_AD_2019_34	14	D7	COTE	ADULT	SAMPLE	STRAT	2019
COTE_STI_AD_2019_35	14	E7	COTE	ADULT	SAMPLE	STRAT	2019
COTE_STI_AD_2019_40	14	F7	COTE	ADULT	SAMPLE	STRAT	2019
COTE_STI_AD_2019_43	14	G7	COTE	ADULT	SAMPLE	STRAT	2019
COTE_STI_CH_2019_081	14	H7	COTE	CHICK	SAMPLE	STRAT	2019
COTE_STI_CH_2019_082	14	A8	COTE	CHICK	SAMPLE	STRAT	2019
COTE_STI_CH_2019_083	14	B8	COTE	CHICK	SAMPLE	STRAT	2019
COTE_STI_CH_2019_084	14	C8	COTE	CHICK	SAMPLE	STRAT	2019
COTE_EGG_AD_2019_048	14	D8	COTE	ADULT	SAMPLE	EGG	2019
COTE_EGG_AD_2019_072	14	E8	COTE	ADULT	SAMPLE	EGG	2019
COTE_EGG_AD_2019_091	14	F8	COTE	ADULT	SAMPLE	EGG	2019
COTE_EGG_AD_2019_105	14	G8	COTE	ADULT	SAMPLE	EGG	2019
BLANK_14-4	14	H8	BLANK	NA	BLANK	NA	2019
BLANK_14-5	14	A9	BLANK	NA	BLANK	NA	2019
COTE_EGG_CH_2019_082	14	B9	COTE	CHICK	SAMPLE	EGG	2019
COTE_EGG_CH_2019_083	14	C9	COTE	CHICK	SAMPLE	EGG	2019
COTE_EGG_CH_2019_084	14	D9	COTE	CHICK	SAMPLE	EGG	2019
COTE_EGG_CH_2019_085	14	E9	COTE	CHICK	SAMPLE	EGG	2019
COTE_SIN_AD_2019_023	14	F9	COTE	ADULT	SAMPLE	SINWR	2019
COTE_SIN_AD_2019_024	14	G9	COTE	ADULT	SAMPLE	SINWR	2019
COTE_SIN_AD_2019_025	14	H9	COTE	ADULT	SAMPLE	SINWR	2019
COTE_SIN_CH_2019_079	14	A10	COTE	CHICK	SAMPLE	SINWR	2019
COTE_SIN_CH_2019_080	14	B10	COTE	CHICK	SAMPLE	SINWR	2019
COTE_SEA_AD_2019_095	14	C10	COTE	ADULT	SAMPLE	SEAVEY	2019
COTE_SEA_AD_2019_096	14	D10	COTE	ADULT	SAMPLE	SEAVEY	2019
BLANK_14-6	14	E10	BLANK	NA	BLANK	NA	2019
COTE_SEA_AD_2019_097	14	F10	COTE	ADULT	SAMPLE	SEAVEY	2019
COTE_SEA_AD_2019_098	14	G10	COTE	ADULT	SAMPLE	SEAVEY	2019
COTE_SEA_AD_2019_099	14	H10	COTE	ADULT	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_204	14	A11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_205	14	B11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_206	14	C11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_207	14	D11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_212	14	E11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_214	14	F11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_215	14	G11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_216	14	H11	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_217	14	A12	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_219	14	B12	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_220	14	C12	COTE	CHICK	SAMPLE	SEAVEY	2019
BLANK_14-7	14	D12	BLANK	NA	BLANK	NA	2019
COTE_SEA_CH_2019_221	14	E12	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_222	14	F12	COTE	CHICK	SAMPLE	SEAVEY	2019
COTE_SEA_CH_2019_223	14	G12	COTE	CHICK	SAMPLE	SEAVEY	2019
PCR_BLANK_14-2	14	H12	BLANK	NA	BLANK	NA	2019
MOCK_Plate15	15	A1	MOCK	NA	MOCK	NA	2019
PCR_BLANK_15-1	15	B1	BLANK	NA	BLANK	NA	2019
BLANK_MON_2019_035	15	E1	FIELDBLANK	NA	FIELDBLANK	MON	2019
BLANK_MON_2019_047	15	F1	FIELDBLANK	NA	FIELDBLANK	MON	2019
BLANK_MON_2019_048	15	G1	FIELDBLANK	NA	FIELDBLANK	MON	2019
COTE_MON_AD_2019_108	15	H1	COTE	ADULT	SAMPLE	MON	2019
BLANK_15-1	15	B2	BLANK	NA	BLANK	NA	2019
COTE_MON_AD_2019_109	15	E2	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_AD_2019_111	15	F2	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_AD_2019_112	15	G2	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_AD_2019_113	15	H2	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_CH_2019_051	15	E3	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_053	15	F3	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_054	15	G3	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_042	15	H3	COTE	CHICK	SAMPLE	MON	2019
BLANK_15-2	15	D4	BLANK	NA		NA	2019
COTE_MON_CH_2019_043	15	E4	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_045	15	F4	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_046	15	G4	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_AD_2019_022	15	H4	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_AD_2019_024	15	D5	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_AD_2019_025	15	E5	COTE	ADULT	SAMPLE	MON	2019
COTE_MON_CH_2019_124	15	F5	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_125	15	G5	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_CH_2019_008	15	H5	COTE	CHICK	SAMPLE	MON	2019
COTE_MON_AD_2019_036	15	D6	COTE	ADULT	SAMPLE	MON	2019
BLANK_PON_2019_107	15	E6	FIELDBLANK	NA	FIELDBLANK	NA	2019
BLANK_PON_2019_108	15	F6	FIELDBLANK	NA	FIELDBLANK	NA	2019
BLANK_15-3	15	G6	BLANK	NA	BLANK	NA	2019
BLANK_PON_2019_109	15	H6	FIELDBLANK	NA	FIELDBLANK	NA	2019
COTE_PON_AD_2019_021	15	D7	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_022	15	E7	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_023	15	F7	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_024	15	G7	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_025	15	H7	COTE	ADULT	SAMPLE	POND	2019
PCR_BLANK_15-2	15	H12	BLANK	NA	BLANK	NA	2019
MOCK_Plate16	16	A1	MOCK	NA	MOCK	NA	2019
PCR_BLANK_16-1	16	B1	BLANK	NA	BLANK	NA	2019
BLANK_PON_2019_110	16	C1	FIELDBLANK	NA	FIELDBLANK	NA	2019
BLANK_PON_2019_111	16	D1	FIELDBLANK	NA	FIELDBLANK	NA	2019
COTE_PON_AD_2019_095	16	E1	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_096	16	F1	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_097	16	G1	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_099	16	H1	COTE	ADULT	SAMPLE	POND	2019
COTE_PON_AD_2019_100	16	A2	COTE	ADULT	SAMPLE	POND	2019
BLANK_16-1	16	B2	BLANK	NA	BLANK	NA	2019
COTE_PON_CH_2019_098	16	C2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_101	16	D2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_102	16	E2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_103	16	F2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_104	16	G2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_105	16	H2	COTE	CHICK	SAMPLE	POND	2019
COTE_PON_CH_2019_117	16	A3	COTE	CHICK	SAMPLE	POND	2019
COTE_PMI_CH_2019_173	16	B3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_172	16	C3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_170	16	D3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_169	16	E3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_167	16	F3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_168	16	G3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_166	16	H3	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_165	16	A4	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_164	16	B4	COTE	CHICK	SAMPLE	PMI	2019
COTE_PMI_CH_2019_163	16	C4	COTE	CHICK	SAMPLE	PMI	2019
BLANK_16-2	16	D4	BLANK	NA	BLANK	NA	2019
COTE_SHI_AD_2019_048	16	E4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_049	16	F4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_051	16	G4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_052	16	H4	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_053	16	A5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_055	16	B5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_067	16	C5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_060	16	D5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_061	16	E5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_062	16	F5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_065	16	G5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_AD_2019_066	16	H5	COTE	ADULT	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_084	16	A6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_085	16	B6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_086	16	C6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_088	16	D6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_092	16	E6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_095	16	F6	COTE	CHICK	SAMPLE	SHIP	2019
BLANK_16-3	16	G6	BLANK	NA	BLANK	NA	2019
COTE_SHI_CH_2019_079	16	H6	COTE	CHICK	SAMPLE	SHIP	2019
COTE_SHI_CH_2019_082	16	A7	COTE	CHICK	SAMPLE	SHIP	2019
BLANK_16-7	16	D12	BLANK	NA	BLANK	NA	2019
RBTR_SIN_AD_2019_067	16+17	E12	RBTR	ADULT	SAMPLE	SINWR	2019
RBTR_SIN_CH_2019_087	16	F12	RBTR	CHICK	SAMPLE	SINWR	2019
ATPU_PMI_CH_2019_177	16	G12	ATPU	CHICK	SAMPLE	PMI	2019
PCR_BLANK_16-2	16	H12	BLANK	NA	BLANK	NA	2019
MOCK_17	17	A1	MOCK	NA	MOCK	NA	2019
PCR_BLANK_17-1	17	B1	BLANK	NA	BLANK	NA	2019
ARTE_PON_CH_2019_030	17	C1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_033	17	D1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_042	17	E1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_043	17	F1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_044	17	G1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_046	17	H1	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_065	17	A2	ARTE	CHICK	SAMPLE	POND	2019
BLANK_17-1	17	B2	BLANK	NA	BLANK	NA	2019
ARTE_PON_CH_2019_066	17	C2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_067	17	D2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_092	17	E2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_113	17	F2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_114	17	G2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_115	17	H2	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_116	17	A3	ARTE	CHICK	SAMPLE	POND	2019
HYBR_PON_CH_2019_118	17	B3	ARTE	CHICK	SAMPLE	POND	2019
ARTE_PON_CH_2019_119	17	C3	ARTE	CHICK	SAMPLE	POND	2019
ARTE_MET_AD_2019_156	17	D3	ARTE	ADULT	SAMPLE	MET	2019
ARTE_PMI_CH_2019_080	17	E3	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_AD_2019_157	17	F3	ARTE	ADULT	SAMPLE	MET	2019
ARTE_MET_CH_2019_158	17	G3	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_159	17	H3	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_160	17	A4	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_161	17	B4	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_162	17	C4	ARTE	CHICK	SAMPLE	MET	2019
BLANK_17-2	17	D4	BLANK	NA	BLANK	NA	2019
ARTE_MET_CH_2019_163	17	E4	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_164	17	F4	ARTE	CHICK	SAMPLE	MET	2019
ARTE_MET_CH_2019_165	17	G4	ARTE	CHICK	SAMPLE	MET	2019
ARTE_PMI_CH_2019_052	17	H4	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_092	17	A5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_020	17	B5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_085	17	C5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_044	17	D5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_021	17	E5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_012	17	F5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_053	17	G5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_072	17	H5	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_043	17	A6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_066	17	B6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_018	17	C6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_051	17	D6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_084	17	E6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_013	17	F6	ARTE	CHICK	SAMPLE	PMI	2019
BLANK_17-3	17	G6	BLANK	NA	BLANK	NA	2019
ARTE_PMI_CH_2019_023	17	H6	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_025	17	A7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_AD_2019_002	17	B7	ARTE	ADULT	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_024	17	C7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_026	17	D7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_027	17	E7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_AD_2019_067	17	F7	ARTE	ADULT	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_093	17	G7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_094	17	H7	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_095	17	A8	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_105	17	B8	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_AD_2019_115	17	C8	ARTE	ADULT	SAMPLE	PMI	2019
ARTE_PMI_AD_2019_118	17	D8	ARTE	ADULT	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_123	17	E8	ARTE	CHICK	SAMPLE	PMI	2019
ARTE_PMI_CH_2019_125	17	F8	ARTE	CHICK	SAMPLE	PMI	2019
							
BLANK_17-4	17	H8	BLANK	NA	BLANK	NA	2019
BLANK_17-5	17	A9	BLANK	NA	BLANK	NA	2019
ROST_SEA_CH_2019_035	17	B9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_037	17	C9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_040	17	D9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_043	17	E9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_047	17	F9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_061	17	G9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_062	17	H9	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_070	17	A10	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_071	17	B10	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_080	17	C10	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_122	17	D10	ROST	CHICK	SAMPLE	SEAVEY	2019
BLANK_17-6	17	E10	BLANK	NA	BLANK	NA	2019
ROST_SEA_CH_2019_123	17	F10	ROST	CHICK	SAMPLE	SEAVEY	2019
ROST_SEA_CH_2019_125	17	G10	ROST	CHICK	SAMPLE	SEAVEY	2019
BLANK_OGI_2019_066	17	H10	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_OGI_2019_067	17	A11	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_OGI_2019_068	17	B11	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_OGI_2019_069	17	C11	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_OGI_2019_070	17	D11	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_OGI_2019_071	17	E11	FIELDBLANK	NA	FIELDBLANK	OGI	2019
BLANK_JEN_2019_099	17	F11	FIELDBLANK	NA	FIELDBLANK	JENNY	2019
BLANK_JEN_2019_100	17	G11	FIELDBLANK	NA	FIELDBLANK	JENNY	2019
BLANK_JEN_2019_101	17	H11	FIELDBLANK	NA	FIELDBLANK	JENNY	2019
BLANK_JEN_2019_102	17	A12	FIELDBLANK	NA	FIELDBLANK	JENNY	2019
BLANK_JEN_2019_103	17	B12	FIELDBLANK	NA	FIELDBLANK	JENNY	2019
BLANK_EGG_2019_011	17	C12	FIELDBLANK	NA	FIELDBLANK	EGG	2019
BLANK_17-7	17	D12	BLANK	NA	BLANK	NA	2019
BLANK_SIN_2019_033	17	E12	FIELDBLANK	NA	FIELDBLANK	SINWR	2019
BLANK_SEA_2019_103	17	F12	FIELDBLANK	NA	FIELDBLANK	SEAVEY	2019
BLANK_SEA_2019_210	17	G12	FIELDBLANK	NA	FIELDBLANK	SEAVEY	2019
PCR_BLANK_17-2	17	H12	BLANK	NA	BLANK	NA	2019
COTE_SEA_AD_167	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_169	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_170	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_172	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_174	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_175	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_176	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_177	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_178	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_185	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_186	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_187	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_188	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_189	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_192	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_193	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_200	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_201	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_204	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_205	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_206	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_209	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_210	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_211	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_212	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_215	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_216	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_217	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_218	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_222	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_AD_236	1		COTE	ADULT	SAMPLE	SEAVEY	2018
COTE_SEA_CH_181	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_190	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_191	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_220	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_224	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_231	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_232	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_233	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_255	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_258	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_401	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_402	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_403	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_410	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_411	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_412	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_414	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_432	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_433	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_434	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_435	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_436	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_451	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_452	1		COTE	CHICK	SAMPLE	SEAVEY	2018
COTE_SEA_CH_458	1		COTE	CHICK	SAMPLE	SEAVEY	2018
EXT_BLANK_1	1		BLANK	NA	BLANK	NA	NA
EXT_BLANK_2	1		BLANK	NA	BLANK	NA	NA
EXT_BLANK_3	1		BLANK	NA	BLANK	NA	NA
PCR_BLANK_1_1	1		BLANK	NA	BLANK	NA	NA
PCR_BLANK_1_2	1		BLANK	NA	BLANK	NA	NA
PCR_BLANK_1_3	1		BLANK	NA	BLANK	NA	NA
PCR_BLANK_1_4	1		BLANK	NA	BLANK	NA	NA
PCR_BLANK_1_5	1		BLANK	NA	BLANK	NA	NA
ROST_SEA_AD_173	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_179	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_237	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_238	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_239	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_242	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_243	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_244	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_245	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_AD_246	1		ROST	ADULT	SAMPLE	SEAVEY	2018
ROST_SEA_CH_397	1		ROST	CHICK	SAMPLE	SEAVEY	2018
